Grid_Size,h_star,EUC_time,EUC_h_max,HE_time,HE_h_max,DIJ_time,DIJ_h_max,ASTAR_time,ASTAR_h_max,Speedup_Dijkstra_vs_HE,Speedup_Euclidean_vs_HE,Speedup_AStar_vs_HE
1073,0.1614164934734907,11.739422899991041,0.1614164934734907,0.3451999000099022,0.17299168941079407,1.7436745000013616,0.1614164934734907,0.3245122999942396,0.19997740226142707,5.0512022163139205,34.007608054504914,0.9400706662572348
