Grid_Size,h_star,EUC_success,EUC_time,EUC_h_max,EUC_gap,HE_success,HE_time,HE_h_max,HE_gap,DIJ_success,DIJ_time,DIJ_h_max,DIJ_gap,Speedup_Dijkstra_vs_HE,Speedup_Euclidean_vs_HE
256,0.24705882352941178,True,1.8819735999568366,0.24705882352941178,0.0,True,0.07949500001268461,0.2549019607843137,0.03174603174603163,True,0.0849247999722138,0.24705882352941178,0.0,1.0683036663772916,23.674112832964834
512,0.24705882352941178,True,8.987397499964572,0.24705882352941178,0.0,True,0.24394889996619895,0.34901960784313724,0.41269841269841256,True,0.5710793000180274,0.24705882352941178,0.0,2.3409791972710474,36.841311853465406
