dataset,N,time_HE,h_max_HE,ram_HE_mb,h_star,gap_HE,kappa,lambda_geo,K,R,sha256
heightmap.png,1024,0.6304857999784872,0.16197562344433902,136.6484375,0.15933407386611634,0.0165786859905578,-0.75,0.5,500000,1,f207f57f28f9e74a6a89d3f224f796ab91576e4a622734339b6678c459e6c5bc
heightmap.png,256,0.05966239998815581,0.19681741191097257,127.66015625,0.15981608057083116,0.23152445741367225,-0.75,0.5,500000,1,f207f57f28f9e74a6a89d3f224f796ab91576e4a622734339b6678c459e6c5bc
heightmap.png,512,0.17797060002340004,0.16073516742898272,130.83984375,0.1594539651104213,0.008034935460364427,-0.75,0.5,500000,1,f207f57f28f9e74a6a89d3f224f796ab91576e4a622734339b6678c459e6c5bc
ost003d.png,1024,0.8683768999762833,0.17768539765364277,136.31640625,0.16122967241271263,0.10206387567920557,-0.75,0.5,500000,1,3d725538d2dbfbf324d4a5d334f2fb9721091edf7a7ad2c69307b266e46913fa
ost003d.png,256,0.040152299974579364,0.1852448203501117,128.48046875,0.16189967032835423,0.14419516713289393,-0.75,0.5,500000,1,3d725538d2dbfbf324d4a5d334f2fb9721091edf7a7ad2c69307b266e46913fa
ost003d.png,512,0.12380230001872405,0.17299091561188934,129.24609375,0.16055474856556476,0.07745748510979791,-0.75,0.5,500000,1,3d725538d2dbfbf324d4a5d334f2fb9721091edf7a7ad2c69307b266e46913fa
