DIJ_gap,DIJ_h_max,DIJ_success,DIJ_time,Grid_Size,HE_gap,HE_h_max,HE_success,HE_time,Image,K,Speedup_Dijkstra_vs_HE,h_star,kappa,lambda_geo
0.0,0.24705882352941178,True,0.058986299962271005,256,0.06349206349206349,0.2627450980392157,True,0.029656500031705946,heightmap.png,500000,1.9889838618585602,0.24705882352941178,-0.75,0.7
0.0,0.24705882352941178,True,0.058986299962271005,256,0.03174603174603163,0.2549019607843137,True,0.027074199984781444,heightmap.png,500000,2.178690413582951,0.24705882352941178,-1.0,0.25
0.0,0.24705882352941178,True,0.058986299962271005,256,0.41269841269841256,0.34901960784313724,True,0.025788200029637665,heightmap.png,500000,2.2873368398911005,0.24705882352941178,-1.0,0.35
0.0,0.24705882352941178,True,0.058986299962271005,256,0.06349206349206349,0.2627450980392157,True,0.02455440000630915,heightmap.png,500000,2.4022700594237576,0.24705882352941178,-1.0,0.5
0.0,0.24705882352941178,True,0.058986299962271005,256,0.06349206349206349,0.2627450980392157,True,0.02600680000614375,heightmap.png,500000,2.2681106459978277,0.24705882352941178,-1.0,0.7
0.0,0.24705882352941178,True,0.25095020001754165,512,0.015873015873015817,0.25098039215686274,True,0.10755989997414872,heightmap.png,500000,2.3331204294337926,0.24705882352941178,-0.5,0.25
0.0,0.24705882352941178,True,0.25095020001754165,512,0.015873015873015817,0.25098039215686274,True,0.10590659995796159,heightmap.png,500000,2.369542598073713,0.24705882352941178,-0.5,0.35
0.0,0.24705882352941178,True,0.25095020001754165,512,0.015873015873015817,0.25098039215686274,True,0.12176790001103655,heightmap.png,500000,2.0608896104375334,0.24705882352941178,-0.5,0.5
0.0,0.24705882352941178,True,0.25095020001754165,512,0.41269841269841256,0.34901960784313724,True,0.09924239997053519,heightmap.png,500000,2.528659122432026,0.24705882352941178,-0.5,0.7
0.0,0.24705882352941178,True,0.25095020001754165,512,0.015873015873015817,0.25098039215686274,True,0.10745870001846924,heightmap.png,500000,2.3353176613378914,0.24705882352941178,-0.75,0.25
0.0,0.24705882352941178,True,0.25095020001754165,512,0.015873015873015817,0.25098039215686274,True,0.10882690001744777,heightmap.png,500000,2.305957442298805,0.24705882352941178,-0.75,0.35
0.0,0.24705882352941178,True,0.25095020001754165,512,0.41269841269841256,0.34901960784313724,True,0.09996840002713725,heightmap.png,500000,2.5102952527940743,0.24705882352941178,-0.75,0.5
0.0,0.24705882352941178,True,0.25095020001754165,512,0.06349206349206349,0.2627450980392157,True,0.10429279995150864,heightmap.png,500000,2.4062082917921654,0.24705882352941178,-0.75,0.7
0.0,0.24705882352941178,True,0.25095020001754165,512,0.015873015873015817,0.25098039215686274,True,0.10621609998634085,heightmap.png,500000,2.3626380562816114,0.24705882352941178,-1.0,0.25
0.0,0.24705882352941178,True,0.25095020001754165,512,0.41269841269841256,0.34901960784313724,True,0.10288070002570748,heightmap.png,500000,2.439234958110074,0.24705882352941178,-1.0,0.35
0.0,0.24705882352941178,True,0.25095020001754165,512,0.06349206349206349,0.2627450980392157,True,0.10440320003544912,heightmap.png,500000,2.403663871723605,0.24705882352941178,-1.0,0.5
0.0,0.24705882352941178,True,0.25095020001754165,512,0.0793650793650793,0.26666666666666666,True,0.11048460000893101,heightmap.png,500000,2.271359085313755,0.24705882352941178,-1.0,0.7
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.015873015873015817,0.25098039215686274,True,0.2122475999640301,heightmap.png,500000,4.943876397921736,0.24705882352941178,-0.5,0.25
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.015873015873015817,0.25098039215686274,True,0.24154369998723269,heightmap.png,500000,4.344248680603829,0.24705882352941178,-0.5,0.35
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.015873015873015817,0.25098039215686274,True,0.21691260003717616,heightmap.png,500000,4.837551621242201,0.24705882352941178,-0.5,0.5
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.41269841269841256,0.34901960784313724,True,0.2196053999941796,heightmap.png,500000,4.778233595373856,0.24705882352941178,-0.5,0.7
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.015873015873015817,0.25098039215686274,True,0.2165205999626778,heightmap.png,500000,4.846309774490638,0.24705882352941178,-0.75,0.25
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.39682539682539675,0.34509803921568627,True,0.21829089999664575,heightmap.png,500000,4.807007071727803,0.24705882352941178,-0.75,0.35
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.41269841269841256,0.34901960784313724,True,0.2110493999789469,heightmap.png,500000,4.971944483530289,0.24705882352941178,-0.75,0.5
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.04761904761904767,0.25882352941176473,True,0.2248078000266105,heightmap.png,500000,4.667657883105008,0.24705882352941178,-0.75,0.7
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.015873015873015817,0.25098039215686274,True,0.2134127999888733,heightmap.png,500000,4.916883617254501,0.24705882352941178,-1.0,0.25
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.41269841269841256,0.34901960784313724,True,0.20576390001224354,heightmap.png,500000,5.099659852458399,0.24705882352941178,-1.0,0.35
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.04761904761904767,0.25882352941176473,True,0.2210709999781102,heightmap.png,500000,4.746556084161215,0.24705882352941178,-1.0,0.5
0.0,0.24705882352941178,True,1.0493258999777026,1024,0.06349206349206349,0.2627450980392157,True,0.2235396999749355,heightmap.png,500000,4.694136657136781,0.24705882352941178,-1.0,0.7
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.023744499951135367,ost003d.png,500000,4.718317935605811,0.17254901960784313,-0.5,0.25
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.025103099993430078,ost003d.png,500000,4.462958758908446,0.17254901960784313,-0.5,0.35
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.02588530001230538,ost003d.png,500000,4.3280974119741495,0.17254901960784313,-0.5,0.5
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.02777109999442473,ost003d.png,500000,4.034197421561445,0.17254901960784313,-0.5,0.7
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.026263499981723726,ost003d.png,500000,4.265771891385221,0.17254901960784313,-0.75,0.25
0.0,0.17254901960784313,True,0.11203409999143332,256,0.022727272727272808,0.17647058823529413,True,0.02722299995366484,ost003d.png,500000,4.115420790585976,0.17254901960784313,-0.75,0.35
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.027798400027677417,ost003d.png,500000,4.030235548804493,0.17254901960784313,-0.75,0.5
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.027117600024212152,ost003d.png,500000,4.1314164930304615,0.17254901960784313,-0.75,0.7
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.025867599993944168,ost003d.png,500000,4.331058931546084,0.17254901960784313,-1.0,0.25
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.025972000032197684,ost003d.png,500000,4.313649308969036,0.17254901960784313,-1.0,0.35
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.027053500001784414,ost003d.png,500000,4.141205388731354,0.17254901960784313,-1.0,0.5
0.0,0.17254901960784313,True,0.11203409999143332,256,0.0,0.17254901960784313,True,0.029301000002305955,ost003d.png,500000,3.8235589223103776,0.17254901960784313,-1.0,0.7
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.1022687999648042,ost003d.png,500000,5.398061776548993,0.03137254901960784,-0.5,0.25
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.12127320002764463,ost003d.png,500000,4.552145897838122,0.03137254901960784,-0.5,0.35
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.11307019996456802,ost003d.png,500000,4.882394301916309,0.03137254901960784,-0.5,0.5
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.10937260003993288,ost003d.png,500000,5.047455211103925,0.03137254901960784,-0.5,0.7
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.10780140000861138,ost003d.png,500000,5.121021619194607,0.03137254901960784,-0.75,0.25
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.11875040002632886,ost003d.png,500000,4.648854234605909,0.03137254901960784,-0.75,0.35
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.1080783000215888,ost003d.png,500000,5.107901400311358,0.03137254901960784,-0.75,0.5
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.10364190000109375,ost003d.png,500000,5.326545538220726,0.03137254901960784,-0.75,0.7
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.1098595000221394,ost003d.png,500000,5.025084766563586,0.03137254901960784,-1.0,0.25
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.10798769997199997,ost003d.png,500000,5.112186852453436,0.03137254901960784,-1.0,0.35
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.10150950000388548,ost003d.png,500000,5.438439751968176,0.03137254901960784,-1.0,0.5
0.0,0.03137254901960784,True,0.5520533000235446,512,0.0,0.03137254901960784,True,0.10378320002928376,ost003d.png,500000,5.319293487460164,0.03137254901960784,-1.0,0.7
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.2565434999996796,ost003d.png,500000,8.840196301988923,0.0,-0.5,0.25
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.2466444000019692,ost003d.png,500000,9.19499854842987,0.0,-0.5,0.35
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.24544029997196048,ost003d.png,500000,9.240108084351068,0.0,-0.5,0.5
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.24195029999827966,ost003d.png,500000,9.373391560219552,0.0,-0.5,0.7
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.26451329997507855,ost003d.png,500000,8.573840711261536,0.0,-0.75,0.25
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.23517070000525564,ost003d.png,500000,9.643611640165123,0.0,-0.75,0.35
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.23920150002231821,ost003d.png,500000,9.481106513900881,0.0,-0.75,0.5
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.24218040000414476,ost003d.png,500000,9.364485730297124,0.0,-0.75,0.7
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.2500470000086352,ost003d.png,500000,9.069874463273475,0.0,-1.0,0.25
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.23764279996976256,ost003d.png,500000,9.543293128531678,0.0,-1.0,0.35
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.24609959998633713,ost003d.png,500000,9.215353865355212,0.0,-1.0,0.5
nan,0.0,True,2.267894899996463,1024,nan,0.0,True,0.2457933999830857,ost003d.png,500000,9.226834000231612,0.0,-1.0,0.7
